Draft_Yr,Pk,Tm,Player,College,seasons,Field_Goal_Percentage ,3points_Field_Goal_Percentage ,Free_Throw_Percentage,Minutes_Played_Per_Game,Points_Per_Game ,Total_Rebounds_per_Game ,Assist_Per_Game ,WS,WS/48,BPM,VORP
2004,31,CHI,Jackson Vroman,Iowa State University,2,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-3.9,-0.5
2004,32,WAS,Peter John Ramos,,1,0.5,,0.5,3.3,1.8,0.7,0,0,-0.108,-18.3,-0.1
2004,33,LAC,Lionel Chalmers,Xavier University,1,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-6.3,-0.5
2004,34,ATL,Donta Smith,Southeastern Illinois College,2,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
2004,35,SEA,Andre Emmett,Texas Tech University,2,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1
2004,36,ORL,Antonio Burks,University of Memphis,2,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-6.6,-0.9
2004,37,ATL,Royal Ivey,University of Texas at Austin,10,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.8
2004,38,CHI,Chris Duhon,Duke University,9,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.5,2
2004,40,BOS,Justin Reed,University of Mississippi,3,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
2004,43,NYK,Trevor Ariza,"University of California, Los Angeles",15,0.422,0.351,0.728,29.8,10.7,4.8,2.2,60,0.095,1.5,26.3
2004,45,CHA,Bernard Robinson,University of Michigan,3,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0
2004,46,POR,Ha Seung-Jin,,2,0.519,,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.3,-0.5
2004,47,MIA,Pape Sow,"California State University, Fullerton",3,0.416,,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-4.8,-0.6
2004,50,DAL,Vassilis Spanoulis,,1,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3
2004,53,MIA,Matt Freije,Vanderbilt University,2,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6.3,-0.6
2004,55,HOU,Luis Flores,Manhattan College,1,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-9.6,-0.1
2005,1,MIL,Andrew Bogut,University of Utah,14,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,2.3,21.6
2005,2,ATL,Marvin Williams,University of North Carolina,14,0.443,0.362,0.807,28.6,10.5,5.3,1.3,62.7,0.104,-0.2,13
2005,3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,12,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.3,23.8
2005,4,NOH,Chris Paul,Wake Forest University,14,0.469,0.37,0.868,35.1,18.5,4.5,9.7,171.5,0.247,7.3,78.3
2005,5,CHA,Raymond Felton,University of North Carolina,14,0.412,0.329,0.79,29.7,11.2,3,5.2,40.2,0.067,-0.6,9.9
2005,6,POR,Martell Webster,,10,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.7,4.6
2005,7,TOR,Charlie Villanueva,University of Connecticut,11,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
2005,8,NYK,Channing Frye,University of Arizona,13,0.44,0.388,0.822,22.2,8.7,4.5,1,38.9,0.094,-0.2,8.9
2005,9,GSW,Ike Diogu,Arizona State University,6,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2
2005,10,LAL,Andrew Bynum,,8,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9
2005,12,LAC,Yaroslav Korolev,,2,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
2005,13,CHA,Sean May,University of North Carolina,4,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
2005,14,MIN,Rashad McCants,University of North Carolina,4,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
2005,15,NJN,Antoine Wright,Texas A&M University,6,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
2005,16,TOR,Joey Graham,Oklahoma State University,6,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
2005,17,IND,Danny Granger,University of New Mexico,10,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
2005,18,BOS,Gerald Green,,12,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,-2.5,-1.5
2005,19,MEM,Hakim Warrick,Syracuse University,8,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
2005,20,DEN,Julius Hodge,North Carolina State University,2,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
2005,21,PHO,Nate Robinson,University of Washington,11,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
2005,22,DEN,Jarrett Jack,Georgia Institute of Technology,13,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-1.2,5.1
2005,23,SAC,Francisco Garcia,University of Louisville,10,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
2005,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
2005,25,SEA,Johan Petro,,8,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
2005,26,DET,Jason Maxiell,University of Cincinnati,10,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
2005,27,POR,Linas Kleiza,University of Missouri,7,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
2005,28,SAS,Ian Mahinmi,,11,0.537,0.125,0.612,16.5,5,4.3,0.5,24.7,0.124,-0.3,4
2005,29,MIA,Wayne Simien,University of Kansas,2,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
2005,30,NYK,David Lee,University of Florida,12,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.6,22.3
2005,31,ATL,Salim Stoudamire,University of Arizona,3,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
2005,32,LAC,Daniel Ewing,Duke University,2,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
2005,33,NOH,Brandon Bass,Louisiana State University,12,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-1.1,3.7
2005,34,UTA,C.J. Miles,,14,0.412,0.359,0.81,20.4,9.6,2.4,1.1,30,0.084,-1,4.3
2005,36,MIL,Ersan Ilyasova,,11,0.443,0.365,0.773,23.9,10.6,5.8,1.1,44.9,0.121,-0.2,8.3
2005,37,LAL,Ronny Turiaf,Gonzaga University,10,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,1,6
2005,38,ORL,Travis Diener,Marquette University,5,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1
2005,39,LAL,Von Wafer,Florida State University,6,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7
2005,40,GSW,Monta Ellis,,12,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.3
2005,41,TOR,Roko Ukic,,2,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-5.4,-0.8
2005,42,GSW,Chris Taft,University of Pittsburgh,1,0.605,,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0
2005,43,NJN,Mile Ilic,,1,0,,,1.2,0,0.2,0,-0.2,-1.264,-53.6,-0.1
2005,44,ORL,Martynas Andriuskevicius,,1,0,,,1.5,0,0.7,0,0,0.155,0.1,0
2005,45,PHI,Louis Williams,,14,0.421,0.349,0.839,24.6,14.2,2.2,3.3,59.4,0.124,0.2,12.9
2005,47,MIN,Bracey Wright,Indiana University,2,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-3.7,-0.1
2005,48,SEA,Mickael Gelabale,,3,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-1.9,0
2005,49,WAS,Andray Blatche,,9,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.3,5.4
2005,50,BOS,Ryan Gomes,Providence College,8,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3
2005,51,UTA,Robert Whaley,Walsh University,1,0.404,,0.5,9.2,2.1,1.9,0.7,0,0.004,-3.5,-0.1
2005,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-3.8,-0.7
2005,54,NYK,Dijon Thompson,"University of California, Los Angeles",2,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-4.3,-0.1
2005,55,SEA,Lawrence Roberts,Mississippi State University,2,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.4,0.2
2005,56,DET,Amir Johnson,,14,0.57,0.332,0.673,21.1,7,5.4,1.2,55.3,0.145,2.5,20.8
2005,57,PHO,Marcin Gortat,,12,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.7,14.2
2005,58,TOR,Uros Slokar,,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-7,-0.1
2005,60,DET,Alex Acker,Pepperdine University,2,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-6.9,-0.3
2006,1,TOR,Andrea Bargnani,,10,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-2.2,-0.9
2006,2,CHI,LaMarcus Aldridge,University of Texas at Austin,13,0.491,0.283,0.81,34.5,19.6,8.4,2,107,0.157,1.4,28.3
2006,3,CHA,Adam Morrison,Gonzaga University,3,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
2006,4,POR,Tyrus Thomas,Louisiana State University,8,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
2006,5,ATL,Shelden Williams,Duke University,6,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2
2006,6,MIN,Brandon Roy,University of Washington,6,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2
2006,7,BOS,Randy Foye,Villanova University,11,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.3,3.4
2006,8,HOU,Rudy Gay,University of Connecticut,13,0.456,0.348,0.796,34,17.6,5.9,2.2,54.9,0.088,0.5,18.9
2006,9,GSW,Patrick O'Bryant,Bradley University,4,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2
2006,10,SEA,Mouhamed Sene,,3,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-9.3,-0.5
2006,11,ORL,J.J. Redick,Duke University,13,0.448,0.413,0.89,25.9,12.9,2,2,58.9,0.131,0,11
2006,12,NOK,Hilton Armstrong,University of Connecticut,6,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-2.8,-0.7
2006,13,PHI,Thabo Sefolosha,,13,0.45,0.352,0.735,22.5,5.9,3.8,1.4,38.6,0.1,1.1,14.5
2006,14,UTA,Ronnie Brewer,University of Arkansas,8,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7
2006,15,NOK,Cedric Simmons,North Carolina State University,3,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.7,-0.7
2006,16,CHI,Rodney Carney,University of Memphis,5,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-2.7,-0.8
2006,17,IND,Shawne Williams,University of Memphis,7,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
2006,18,WAS,Oleksiy Pecherov,,3,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-7,-1.3
2006,19,SAC,Quincy Douby,Rutgers University,3,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
2006,20,NYK,Renaldo Balkman,University of South Carolina,6,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.9,2.2
2006,21,PHO,Rajon Rondo,University of Kentucky,13,0.46,0.315,0.605,31.7,10.4,4.8,8.5,58.4,0.107,1.4,22.6
2006,22,NJN,Marcus Williams,University of Connecticut,4,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2
2006,23,NJN,Josh Boone,University of Connecticut,4,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
2006,24,MEM,Kyle Lowry,Villanova University,13,0.424,0.367,0.805,31.3,14.4,4.3,6.1,86.7,0.155,3.8,39.3
2006,25,CLE,Shannon Brown,Michigan State University,9,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
2006,26,LAL,Jordan Farmar,"University of California, Los Angeles",10,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
2006,27,PHO,Sergio Rodriguez,,5,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-3.2,-1.6
2006,28,DAL,Maurice Ager,Michigan State University,4,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1
2006,29,NYK,Mardy Collins,Temple University,4,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
2006,30,POR,Joel Freeland,,3,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-2.5,-0.2
2006,31,POR,James White,University of Cincinnati,3,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.4,-0.2
2006,32,HOU,Steve Novak,Marquette University,11,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
2006,33,ATL,Solomon Jones,University of South Florida,8,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-2.9,-0.7
2006,34,LAC,Paul Davis,Michigan State University,4,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.7,-0.5
2006,35,TOR,P.J. Tucker,University of Texas at Austin,8,0.422,0.361,0.744,28.7,7.4,5.7,1.4,30,0.086,0.9,12.2
2006,36,MIN,Craig Smith,Boston College,6,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
2006,37,MIN,Bobby Jones,University of Washington,2,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3
2006,38,GSW,Kosta Perovic,,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0
2006,39,MIL,David Noel,University of North Carolina,1,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.4,-0.3
2006,41,ORL,James Augustine,University of Illinois at Urbana-Champaign,2,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.2,0
2006,42,CLE,Daniel Gibson,University of Texas at Austin,7,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3
2006,43,NOK,Marcus Vinicius,,2,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.6,-0.1
2006,45,IND,Alexander Johnson,Florida State University,2,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
2006,46,UTA,Dee Brown,University of Illinois at Urbana-Champaign,2,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4
2006,47,UTA,Paul Millsap,Louisiana Tech University,13,0.491,0.334,0.734,29.3,14.1,7.4,2.3,88.2,0.153,3.2,36.4
2006,49,DEN,Leon Powe,University of California,5,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2
2006,50,CHA,Ryan Hollins,"University of California, Los Angeles",10,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1
2006,51,LAL,Cheikh Samb,,2,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.2,-0.2
2006,52,LAC,Guillermo Diaz,University of Miami,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
2006,54,NJN,Hassan Adams,University of Arizona,2,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3
2006,59,SAS,Damir Markota,,1,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3
2006,60,DET,Will Blalock,Iowa State University,1,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2
2007,1,POR,Greg Oden,Ohio State University,3,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,1.1,1.6
2007,2,SEA,Kevin Durant,University of Texas at Austin,12,0.493,0.381,0.883,36.9,27,7.1,4.1,141.7,0.217,5.1,55.7
2007,3,ATL,Al Horford,University of Florida,12,0.525,0.368,0.754,32.8,14.1,8.4,3.2,85.7,0.16,3.2,34.1
2007,4,MEM,Mike Conley,Ohio State University,12,0.441,0.375,0.819,32.6,14.9,3,5.7,71.4,0.133,2,25.7
2007,5,BOS,Jeff Green,Georgetown University,11,0.441,0.333,0.805,30,13.2,4.5,1.6,40.2,0.075,-1.3,4.4
2007,6,MIL,Yi Jianlian,,5,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.7,-4.1
2007,7,MIN,Corey Brewer,University of Florida,12,0.425,0.284,0.713,23,8.7,2.8,1.5,22.5,0.058,-1,4.8
2007,8,CHA,Brandan Wright,University of North Carolina,10,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,1.6,6.4
2007,9,CHI,Joakim Noah,University of Florida,12,0.491,0,0.7,27.9,8.8,9.1,2.8,61.8,0.16,4.1,28.4
2007,10,SAC,Spencer Hawes,University of Washington,10,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-0.7,5
2007,11,ATL,Acie Law,Texas A&M University,4,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-5.4,-2
2007,12,PHI,Thaddeus Young,Georgia Institute of Technology,12,0.501,0.329,0.673,30.7,13.4,6,1.7,59.7,0.103,0.7,19
2007,13,NOK,Julian Wright,University of Kansas,4,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-1.3,0.5
2007,14,LAC,Al Thornton,Florida State University,4,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1
2007,15,DET,Rodney Stuckey,Eastern Washington University,10,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-1.4,2.7
2007,16,WAS,Nick Young,University of Southern California,12,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-3.4,-5.8
2007,17,NJN,Sean Williams,Boston College,4,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0
2007,18,GSW,Marco Belinelli,,12,0.425,0.376,0.847,23.2,10,2.1,1.7,29.6,0.076,-1.7,1.6
2007,19,LAL,Javaris Crittenton,Georgia Institute of Technology,2,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
2007,20,MIA,Jason Smith,Colorado State University,11,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.7,-1.6
2007,21,PHI,Daequan Cook,Ohio State University,6,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
2007,22,CHA,Jared Dudley,Boston College,12,0.465,0.392,0.732,23.2,7.7,3.3,1.6,42.1,0.103,1.1,15.2
2007,23,NYK,Wilson Chandler,DePaul University,11,0.444,0.343,0.768,30.5,12.9,5.3,1.8,28.3,0.069,-0.8,6.1
2007,24,PHO,Rudy Fernandez,,4,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7
2007,25,UTA,Morris Almond,Rice University,3,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4
2007,26,HOU,Aaron Brooks,University of Oregon,10,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.8,0.8
2007,27,DET,Arron Afflalo,"University of California, Los Angeles",11,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.1,4.5
2007,28,SAS,Tiago Splitter,,7,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7
2007,29,PHO,Alando Tucker,University of Wisconsin,3,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5
2007,31,SEA,Carl Landry,Purdue University,9,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
2007,32,BOS,Gabe Pruitt,University of Southern California,2,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1
2007,33,SAS,Marcus Williams,University of Arizona,2,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1
2007,34,DAL,Nick Fazekas,"University of Nevada, Reno",1,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1
2007,35,SEA,Glen Davis,Louisiana State University,8,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8
2007,36,GSW,Jermareo Davidson,University of Alabama,2,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6
2007,37,POR,Josh McRoberts,Duke University,11,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,1,6.2
2007,38,PHI,Kyrylo Fesenko,,5,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6
2007,40,LAL,Sun Yue,,1,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1
2007,41,MIN,Chris Richard,University of Florida,2,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3
2007,42,POR,Derrick Byars,Vanderbilt University,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0
2007,46,GSW,Stephane Lasme,University of Massachusetts Amherst,1,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1
2007,47,WAS,Dominic McGuire,"California State University, Fresno",6,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
2007,48,LAL,Marc Gasol,,11,0.483,0.35,0.777,33.4,15,7.7,3.4,79.5,0.144,3.4,36.3
2007,49,CHI,Aaron Gray,University of Pittsburgh,7,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
2007,51,CHI,JamesOn Curry,Oklahoma State University,1,,,,0,0,0,0,0,,,0
2007,52,POR,Taurean Green,University of Florida,1,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1
2007,53,POR,Demetris Nichols,Syracuse University,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2
2007,56,MIL,Ramon Sessions,"University of Nevada, Reno",11,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-1.9,0.5
2007,59,PHO,D.J. Strawberry,University of Maryland,1,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
2008,1,CHI,Derrick Rose,University of Memphis,10,0.453,0.304,0.824,33.2,18.8,3.5,5.6,37.2,0.099,0.3,10.5
2008,2,MIA,Michael Beasley,Kansas State University,11,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-3.2,-4.3
2008,3,MIN,O.J. Mayo,University of Southern California,8,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.8,5.1
2008,4,SEA,Russell Westbrook,"University of California, Los Angeles",11,0.434,0.308,0.801,34.5,23,7,8.4,96.9,0.164,6.6,61.6
2008,5,MEM,Kevin Love,"University of California, Los Angeles",11,0.442,0.37,0.827,32,18.3,11.3,2.3,78.2,0.179,2.7,24.9
2008,6,NYK,Danilo Gallinari,,10,0.425,0.376,0.871,31.1,15.9,4.9,2,50.4,0.142,1.2,13.7
2008,7,LAC,Eric Gordon,Indiana University,11,0.428,0.374,0.814,33,16.7,2.5,2.9,33.6,0.078,-0.9,5.8
2008,8,MIL,Joe Alexander,West Virginia University,2,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.3,-0.2
2008,9,CHA,D.J. Augustin,University of Texas at Austin,11,0.413,0.381,0.863,24.1,9.8,1.9,4,41.9,0.104,-1.5,2.6
2008,10,NJN,Brook Lopez,Stanford University,11,0.498,0.347,0.791,30.9,17.3,6.5,1.5,60.1,0.13,1,17
2008,11,IND,Jerryd Bayless,University of Arizona,11,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-2,0
2008,12,SAC,Jason Thompson,Rider University,8,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-1.7,1.3
2008,13,POR,Brandon Rush,University of Kansas,9,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
2008,14,GSW,Anthony Randolph,Louisiana State University,6,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-2.1,-0.1
2008,15,PHO,Robin Lopez,Stanford University,11,0.531,0.216,0.757,23,9.1,5.3,0.8,43,0.117,0.1,9.3
2008,16,PHI,Marreese Speights,University of Florida,10,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
2008,17,TOR,Roy Hibbert,Georgetown University,9,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
2008,18,WAS,JaVale McGee,"University of Nevada, Reno",11,0.57,0.074,0.588,17.4,8,5.1,0.4,31.9,0.139,-0.1,5.2
2008,19,CLE,J.J. Hickson,North Carolina State University,8,0.505,0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-2.3,-0.9
2008,20,CHA,Alexis Ajinca,,7,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,0.093,-2.5,-0.5
2008,21,NJN,Ryan Anderson,University of California,11,0.422,0.38,0.854,25.9,12.4,5.3,0.9,46.7,0.134,0.6,11
2008,22,ORL,Courtney Lee,Western Kentucky University,11,0.45,0.387,0.853,27.4,9.7,2.7,1.7,38.7,0.086,-0.2,9.8
2008,23,UTA,Kosta Koufos,Ohio State University,11,0.534,0,0.582,16.4,5.7,5,0.5,28.3,0.12,-0.9,3.3
2008,24,SEA,Serge Ibaka,,10,0.514,0.357,0.761,28.7,12.3,7.3,0.7,63.9,0.142,0.6,14.3
2008,25,HOU,Nicolas Batum,,11,0.435,0.358,0.841,31.6,11.8,5.3,3.8,54.1,0.107,2.4,26.8
2008,26,SAS,George Hill,Indiana University-Purdue University Indianapolis,11,0.453,0.378,0.801,28.2,11.2,3.1,3.2,59.9,0.14,1.7,19
2008,27,NOH,Darrell Arthur,University of Kansas,9,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
2008,28,MEM,Donte Greene,Syracuse University,4,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-3.8,-2
2008,29,DET,D.J. White,Indiana University,6,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
